timestamp,source_file,on_play,card1,card2,card3,card4,card5,card6,card7,Sacred Foundry_1,Sacred Foundry_2,Sacred Foundry_3,Thraben Charm_1,Thraben Charm_2,Ocelot Pride_1,Ocelot Pride_2,Ocelot Pride_3,Dalkovan Encampment_1,"Ragavan, Nimble Pilferer_1","Ragavan, Nimble Pilferer_2",The Legend of Roku_1,Goblin Bombardment_1,Goblin Bombardment_2,Goblin Bombardment_3,Arena of Glory_1,Arena of Glory_2,Arena of Glory_3,"Ajani, Nacatl Pariah_1","Ajani, Nacatl Pariah_2","Ajani, Nacatl Pariah_3",Marsh Flats_1,Marsh Flats_2,Marsh Flats_3,Seasoned Pyromancer_1,Seasoned Pyromancer_2,Plains_1,Plains_2,"Phlage, Titan of Fire's Fury_1","Phlage, Titan of Fire's Fury_2","Phlage, Titan of Fire's Fury_3",Flooded Strand_1,Flooded Strand_2,Flooded Strand_3,Galvanic Discharge_1,Galvanic Discharge_2,Guide of Souls_1,Guide of Souls_2,Guide of Souls_3,Voice of Victory_1,Voice of Victory_2,Arid Mesa_1,Arid Mesa_2,Arid Mesa_3,Elegant Parlor_1,Elegant Parlor_2,Mountain_1,Blood Moon_1,num_lands,num_lands_sq,0_drops,1_drops,2_drops,3_drops,4_drops,5_drops,6_plus_drops,keep
2026-04-13 14:33:19.038819,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,0,Goblin Bombardment,Seasoned Pyromancer,Flooded Strand,Ocelot Pride,Arid Mesa,Elegant Parlor,Thraben Charm,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,9.0,0,1,2,1,0,0,0,1
2026-04-13 14:33:28.114391,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,0,Arena of Glory,Goblin Bombardment,Sacred Foundry,Thraben Charm,Thraben Charm,Seasoned Pyromancer,Sacred Foundry,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9.0,0,0,3,1,0,0,0,1
2026-04-13 14:33:31.558262,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,"Ragavan, Nimble Pilferer",Flooded Strand,Guide of Souls,Sacred Foundry,Ocelot Pride,Elegant Parlor,Ocelot Pride,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0,9.0,0,4,0,0,0,0,0,1
2026-04-13 17:56:51.791906,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,"Phlage, Titan of Fire's Fury",Marsh Flats,Seasoned Pyromancer,Marsh Flats,Ocelot Pride,Galvanic Discharge,Elegant Parlor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,9.0,0,2,0,2,0,0,0,1
2026-04-13 17:56:59.992738,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,Elegant Parlor,"Phlage, Titan of Fire's Fury",Dalkovan Encampment,"Ragavan, Nimble Pilferer",The Legend of Roku,Seasoned Pyromancer,Thraben Charm,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,4.0,0,1,1,2,1,0,0,0
2026-04-13 17:57:04.633008,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,Sacred Foundry,Dalkovan Encampment,"Ragavan, Nimble Pilferer",Mountain,Flooded Strand,Seasoned Pyromancer,Thraben Charm,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,16.0,0,1,1,1,0,0,0,0
2026-04-13 17:57:08.709836,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,Elegant Parlor,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",Arena of Glory,"Ajani, Nacatl Pariah",The Legend of Roku,Plains,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,9.0,0,1,1,1,1,0,0,1
2026-04-13 17:57:12.558881,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,Flooded Strand,Thraben Charm,"Ajani, Nacatl Pariah","Ajani, Nacatl Pariah",Elegant Parlor,Sacred Foundry,Blood Moon,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.0,9.0,0,0,3,1,0,0,0,1
2026-04-13 17:57:19.410397,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,"Ragavan, Nimble Pilferer",Galvanic Discharge,Sacred Foundry,Marsh Flats,Marsh Flats,Ocelot Pride,Marsh Flats,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,16.0,0,3,0,0,0,0,0,0
2026-04-13 17:57:38.030333,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,Goblin Bombardment,Marsh Flats,Voice of Victory,"Ragavan, Nimble Pilferer",Seasoned Pyromancer,Guide of Souls,"Phlage, Titan of Fire's Fury",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0,2,2,2,0,0,0,0
2026-04-13 17:57:41.353267,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,Seasoned Pyromancer,Sacred Foundry,"Ajani, Nacatl Pariah",Plains,"Phlage, Titan of Fire's Fury",Voice of Victory,Arid Mesa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.0,9.0,0,0,2,2,0,0,0,1
2026-04-13 17:57:43.870743,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,Flooded Strand,"Ajani, Nacatl Pariah",Plains,Arena of Glory,Guide of Souls,Marsh Flats,Elegant Parlor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0,25.0,0,1,1,0,0,0,0,0
2026-04-13 17:57:47.594755,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,Sacred Foundry,Thraben Charm,Arena of Glory,Galvanic Discharge,"Ajani, Nacatl Pariah",Ocelot Pride,Galvanic Discharge,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,3,2,0,0,0,0,1
2026-04-13 17:57:51.020465,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,"Ragavan, Nimble Pilferer",Arena of Glory,Seasoned Pyromancer,Thraben Charm,Elegant Parlor,"Ragavan, Nimble Pilferer",Arid Mesa,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,9.0,0,2,1,1,0,0,0,1
2026-04-13 17:57:55.764861,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,Seasoned Pyromancer,Elegant Parlor,Galvanic Discharge,"Phlage, Titan of Fire's Fury",Sacred Foundry,Arena of Glory,Arid Mesa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0,16.0,0,1,0,2,0,0,0,1
2026-04-13 17:57:59.857881,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,Ocelot Pride,Seasoned Pyromancer,Galvanic Discharge,Flooded Strand,Elegant Parlor,Voice of Victory,Arid Mesa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,3.0,9.0,0,2,1,1,0,0,0,1
2026-04-13 17:58:12.375243,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,Sacred Foundry,Marsh Flats,Galvanic Discharge,Seasoned Pyromancer,"Ajani, Nacatl Pariah",Plains,Arena of Glory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,16.0,0,1,1,1,0,0,0,0
2026-04-13 17:58:15.351807,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,Thraben Charm,Sacred Foundry,Sacred Foundry,Goblin Bombardment,Voice of Victory,Marsh Flats,Ocelot Pride,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,9.0,0,1,3,0,0,0,0,1
2026-04-13 17:58:19.898682,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,Galvanic Discharge,Elegant Parlor,Plains,"Ragavan, Nimble Pilferer",Galvanic Discharge,Guide of Souls,Mountain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,3.0,9.0,0,4,0,0,0,0,0,1
2026-04-13 17:58:22.257511,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,Plains,Goblin Bombardment,Galvanic Discharge,"Ajani, Nacatl Pariah",Marsh Flats,Guide of Souls,Thraben Charm,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,2,3,0,0,0,0,1
2026-04-13 17:58:25.666104,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,The Legend of Roku,Galvanic Discharge,"Ragavan, Nimble Pilferer",Goblin Bombardment,"Ajani, Nacatl Pariah",Goblin Bombardment,Flooded Strand,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,2,3,0,1,0,0,0
2026-04-13 17:58:30.116528,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,Voice of Victory,Ocelot Pride,Ocelot Pride,"Ragavan, Nimble Pilferer",Goblin Bombardment,Arid Mesa,Goblin Bombardment,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,1.0,0,3,3,0,0,0,0,1
2026-04-13 17:58:33.702442,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,Goblin Bombardment,Blood Moon,Galvanic Discharge,"Ajani, Nacatl Pariah",Ocelot Pride,Marsh Flats,Seasoned Pyromancer,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0,2,2,2,0,0,0,0
2026-04-13 17:58:37.422272,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,"Phlage, Titan of Fire's Fury",Dalkovan Encampment,"Phlage, Titan of Fire's Fury",Arid Mesa,Ocelot Pride,Sacred Foundry,Goblin Bombardment,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,9.0,0,1,1,2,0,0,0,1
2026-04-13 17:58:41.932809,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,Guide of Souls,The Legend of Roku,Seasoned Pyromancer,Sacred Foundry,Flooded Strand,Guide of Souls,Seasoned Pyromancer,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,2,0,2,1,0,0,1
2026-04-13 17:58:45.063334,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,Blood Moon,Marsh Flats,Flooded Strand,"Ajani, Nacatl Pariah",Guide of Souls,Galvanic Discharge,Seasoned Pyromancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,4.0,0,2,1,2,0,0,0,1
2026-04-13 17:58:49.553179,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,"Ajani, Nacatl Pariah",Goblin Bombardment,Arid Mesa,Blood Moon,Seasoned Pyromancer,Arena of Glory,Galvanic Discharge,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,4.0,0,1,2,2,0,0,0,1
2026-04-13 17:58:57.047059,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,Arena of Glory,Goblin Bombardment,The Legend of Roku,Arena of Glory,Plains,Flooded Strand,Seasoned Pyromancer,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,16.0,0,0,1,1,1,0,0,0
2026-04-13 17:58:59.323186,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,Flooded Strand,Marsh Flats,Galvanic Discharge,Voice of Victory,"Ajani, Nacatl Pariah",Ocelot Pride,"Phlage, Titan of Fire's Fury",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,4.0,0,2,2,1,0,0,0,1
2026-04-13 17:42:53.413763,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,Arena of Glory,Ocelot Pride,Dalkovan Encampment,"Ragavan, Nimble Pilferer",The Legend of Roku,Elegant Parlor,Blood Moon,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.0,9.0,0,2,0,1,1,0,0,0
2026-04-13 17:42:58.191783,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,Marsh Flats,"Ragavan, Nimble Pilferer",Marsh Flats,Arena of Glory,Guide of Souls,The Legend of Roku,Seasoned Pyromancer,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,9.0,0,2,0,1,1,0,0,1
2026-04-13 17:43:03.495669,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,Dalkovan Encampment,Flooded Strand,"Ajani, Nacatl Pariah",Goblin Bombardment,"Phlage, Titan of Fire's Fury",Seasoned Pyromancer,Seasoned Pyromancer,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,0,2,3,0,0,0,1
2026-04-13 17:43:06.854336,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,Marsh Flats,"Ragavan, Nimble Pilferer",Arena of Glory,Sacred Foundry,Ocelot Pride,Voice of Victory,Elegant Parlor,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,16.0,0,2,1,0,0,0,0,1
2026-04-13 17:43:09.330219,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,Guide of Souls,Arid Mesa,Galvanic Discharge,Arid Mesa,Arena of Glory,"Phlage, Titan of Fire's Fury",Arid Mesa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,4.0,16.0,0,2,0,1,0,0,0,1
2026-04-13 17:43:11.902810,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,Arid Mesa,Goblin Bombardment,Arid Mesa,"Phlage, Titan of Fire's Fury","Ajani, Nacatl Pariah",Arena of Glory,"Ragavan, Nimble Pilferer",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.0,9.0,0,1,2,1,0,0,0,1
2026-04-13 17:43:16.075149,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,Seasoned Pyromancer,Thraben Charm,"Phlage, Titan of Fire's Fury",Dalkovan Encampment,Arid Mesa,Marsh Flats,Galvanic Discharge,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,9.0,0,1,1,2,0,0,0,1
2026-04-13 17:43:17.909196,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,"Ajani, Nacatl Pariah",Marsh Flats,Galvanic Discharge,"Phlage, Titan of Fire's Fury",Seasoned Pyromancer,"Phlage, Titan of Fire's Fury",Blood Moon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0,1,1,4,0,0,0,0
2026-04-13 17:43:20.618793,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,Arena of Glory,Marsh Flats,Marsh Flats,Ocelot Pride,Voice of Victory,Marsh Flats,"Ajani, Nacatl Pariah",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,16.0,0,1,2,0,0,0,0,1
2026-04-13 17:43:22.291393,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,Blood Moon,Galvanic Discharge,Voice of Victory,"Phlage, Titan of Fire's Fury",Goblin Bombardment,"Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0,3,2,2,0,0,0,0
2026-04-13 17:43:24.241427,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,Galvanic Discharge,Ocelot Pride,Flooded Strand,Arena of Glory,"Ajani, Nacatl Pariah",Marsh Flats,Marsh Flats,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,16.0,0,2,1,0,0,0,0,1
2026-04-13 17:43:25.748837,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,Sacred Foundry,Arid Mesa,Elegant Parlor,Arid Mesa,Flooded Strand,Plains,Arena of Glory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,7.0,49.0,0,0,0,0,0,0,0,0
2026-04-13 17:43:29.944309,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,Guide of Souls,Plains,Ocelot Pride,Voice of Victory,Elegant Parlor,Arena of Glory,The Legend of Roku,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3.0,9.0,0,2,1,0,1,0,0,1
2026-04-13 17:43:33.434632,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,Arid Mesa,Blood Moon,Guide of Souls,Marsh Flats,"Phlage, Titan of Fire's Fury",Guide of Souls,Galvanic Discharge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,2.0,4.0,0,3,0,2,0,0,0,1
2026-04-13 17:43:36.139512,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,The Legend of Roku,"Ragavan, Nimble Pilferer",Goblin Bombardment,Marsh Flats,Guide of Souls,Voice of Victory,Galvanic Discharge,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0,3,2,0,1,0,0,0
2026-04-13 17:52:55.928089,20260413T225306Z_4d3ca664-bbc2-43c4-847c-a61edf00915c_anonymous_20260413_175248.csv,0,Blood Moon,Galvanic Discharge,Plains,"Ajani, Nacatl Pariah",Sacred Foundry,"Ragavan, Nimble Pilferer",Galvanic Discharge,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,4.0,0,3,1,1,0,0,0,1
2026-04-13 18:03:31.077659,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,"Ajani, Nacatl Pariah",Flooded Strand,Dalkovan Encampment,"Ajani, Nacatl Pariah",Sacred Foundry,Flooded Strand,Voice of Victory,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,16.0,0,0,3,0,0,0,0,1
2026-04-13 18:03:33.068431,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,1,Goblin Bombardment,Marsh Flats,Mountain,Arid Mesa,"Phlage, Titan of Fire's Fury",Voice of Victory,Marsh Flats,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4.0,16.0,0,0,2,1,0,0,0,1
2026-04-13 18:03:38.078285,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,0,Thraben Charm,Plains,Galvanic Discharge,Ocelot Pride,Arena of Glory,Goblin Bombardment,Galvanic Discharge,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,3,2,0,0,0,0,0
2026-04-13 18:03:41.847471,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,0,Voice of Victory,Ocelot Pride,Flooded Strand,Ocelot Pride,Elegant Parlor,Marsh Flats,Goblin Bombardment,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,9.0,0,2,2,0,0,0,0,1
2026-04-13 18:03:44.385473,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,0,"Ragavan, Nimble Pilferer",Flooded Strand,"Phlage, Titan of Fire's Fury",Ocelot Pride,Galvanic Discharge,"Ajani, Nacatl Pariah",Thraben Charm,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,3,2,1,0,0,0,0
2026-04-13 18:03:49.538410,20260413T230430Z_b2c99324-d734-4dfd-9cb4-76926045a1d4_london_20260413_180325.csv,0,Seasoned Pyromancer,Arena of Glory,Arid Mesa,Flooded Strand,Flooded Strand,Galvanic Discharge,Guide of Souls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4.0,16.0,0,2,0,1,0,0,0,1
